total_population,median_age,median_age_male,median_age_female,male_18_19,male_20,male_21,male_22_24,male_25_29,male_30_34,male_55_59,male_60_61,male_62_64,male_65_66,male_67_69,male_70_74,male_75_79,male_80_84,male_85_plus,female_18_19,female_20,female_21,female_22_24,female_25_29,race_total_pop,white_alone,black_alone,native_american_alone,asian_alone,pacific_islander_alone,other_race_alone,two_or_more_races,hispanic_total_base,hispanic_latino_total,mexican,puerto_rican,cuban,central_american,south_american,white_non_hispanic,black_non_hispanic,hispanic_any_race,median_household_income,aggregate_household_income,per_capita_income,gini_index,income_under_10k,income_10k_15k,income_15k_20k,income_20k_25k,income_25k_30k,income_30k_35k,income_35k_40k,income_40k_45k,income_45k_50k,income_50k_60k,income_60k_75k,income_75k_100k,income_100k_125k,income_125k_150k,income_150k_200k,income_over_200k,poverty_base_pop,population_below_poverty,female_below_poverty,male_below_poverty,households_with_snap,snap_base_households,education_base_pop,no_schooling,grade_8_or_less,some_high_school,high_school_diploma,ged_alternative,some_college_less_1yr,some_college_more_1yr,associates_degree,bachelors_degree,masters_degree,professional_degree,doctorate_degree,school_enrollment_base,enrolled_in_school,enrolled_college_grad,bachelors_plus_by_sex_base,employment_base_pop,in_labor_force,civilian_labor_force,employed_civilian,unemployed,armed_forces,not_in_labor_force,industry_base,agriculture_forestry_fishing,construction,manufacturing,wholesale_trade,retail_trade,transportation_warehousing,information,finance_insurance_real_estate,professional_scientific,educational_health_social,arts_entertainment_recreation,public_administration,private_wage_workers,government_workers,self_employed,total_housing_units,occupied_units,vacant_units,owner_occupied,renter_occupied,median_home_value,median_gross_rent,median_rent_as_pct_income,mortgage_30_35pct_income,mortgage_35_40pct_income,mortgage_40_50pct_income,mortgage_over_50pct_income,median_year_structure_built,owner_overcrowded,renter_overcrowded,health_insurance_base,male_19_25_no_insurance,male_26_34_no_insurance,male_35_44_no_insurance,male_45_54_no_insurance,male_55_64_no_insurance,female_19_25_no_insurance,female_26_34_no_insurance,female_35_44_no_insurance,female_45_54_no_insurance,female_55_64_no_insurance,disability_base,male_under_18_disability,female_under_18_disability,male_65_74_disability,female_65_74_disability,female_householder_no_spouse,male_householder_no_spouse,household_type_base,citizenship_base,born_in_us,born_in_us_territory,born_abroad_us_parent,naturalized_citizen,not_a_citizen,place_of_birth_base,born_in_us_state,foreign_born,language_base,speaks_english_only,speaks_spanish,speaks_other_indo_european,speaks_asian_pacific,english_proficiency_base,speaks_english_very_well,speaks_english_not_well,speaks_english_not_at_all,entered_2010_or_later,entered_2000_2009,veteran_base_18plus,veterans_total,nonveterans,male_veterans,female_veterans,gulf_war_2001_later,gulf_war_2001_later_also_gulf90,gulf_war_1990_2001,vietnam_war_veterans,korean_war_veterans,wwii_veterans,veterans_below_poverty,veteran_poverty_base,veterans_18_64_employed,veterans_18_64_unemployed,veterans_employment_base,internet_base,has_internet_subscription,has_broadband,no_internet_access,computer_base,has_computer,no_computer,commute_base,drives_alone,carpools,public_transport,works_from_home,walks_to_work,commute_time_base,commute_60_89min,commute_90min_plus,owner_no_vehicle,renter_no_vehicle,white_pct,black_pct,hispanic_pct,asian_pct,native_american_pct,white_non_hispanic_pct,minority_pct,youth_18_29_pct,senior_65plus_pct,poverty_rate_pct,unemployment_rate_pct,labor_force_participation_pct,snap_households_pct,high_inequality,lower_income_pct,middle_income_pct,upper_income_pct,college_grad_pct,postgrad_pct,high_school_or_less_pct,manufacturing_pct,government_workers_pct,self_employed_pct,work_from_home_pct,owner_occupied_pct,renter_occupied_pct,vacant_housing_pct,housing_cost_burdened_pct,uninsured_pct,disability_pct,veteran_pct,veteran_poverty_pct,female_veteran_pct,foreign_born_pct,non_citizen_pct,limited_english_pct,no_internet_pct,no_computer_pct,broadband_pct,working_class_index,college_town_index,military_community_index,diversity_index,economic_anxiety_index,margin_2004,margin_2006,margin_2008,margin_2010,margin_2012,margin_2014,margin_2016,margin_2018,margin_2020,margin_2022,margin_2024,pvi_score,avg_dem_pct,avg_rep_pct
747221,37.4,36.0,38.6,14633,8655,7557,18744,25239,24914,13701,8359,11708,15744,9285,6123,5280,382671,19756,14523,7348,7674,18303,25561,747221,504098,143186,1469,31262,210,12583,54413,747221,37776,23395,2905,963,3065,361,495070,141884,37776,63106,26665111300,36554,0.4729,26897,14087,10947,12978,13639,12128,12478,13626,11356,21892,31714,40293,28142,20072,22972,22186,717438,125281,592157,3666,54067,315407,496706,5459,926,6336,122315,24689,39297,68185,46019,89770,50045,8944,11569,722939,198200,58923,160328,612090,370734,368810,347498,21312,1924,241356,347498,4253,15462,33101,6017,37764,22608,4838,20132,34836,99718,32728,14928,173347,11014,9649,359171,315407,43764,199358,116049,154500,999,29.8,5516,4149,4439,9888,1971,1430,1755,737222,385,1599,4444,5077,5160,418,1349,2796,3272,2775,737222,208,57,9021,10365,40843,14285,315407,747221,696229,851,5896,16786,27459,747221,702976,44245,706828,648768,20786,3105,86,706828,104761,3118,722,25021,2002,592219,40021,552198,36136,3885,6482,3460,5813,12511,0,99,394,40021,196970,2697,463853,315407,282014,281659,21783,315407,298274,17133,342588,250762,25164,6771,10710,43714,298874,7257,4441,6635,24657,67.46,19.16,5.06,4.18,0.2,66.25,33.75,19.84,58.73,17.46,5.78,60.57,17.14,1,10.51,12.57,12.5,18.07,14.21,30.69,9.53,2.97,2.6,3.13,55.51,32.31,12.18,12.03,3.7,98.66,6.76,0.98,9.71,5.92,3.67,0.54,6.91,5.43,89.3,16.17,20.29,7.51,18.76,12.53,30.04,16.67,9.9,27.62,0.34,17.32,19.32,0.76,8.92,-13.23,-16.21,6.32,56.12,43.88
763833,37.3,36.4,38.1,11837,5748,5576,17687,23147,25380,11856,7314,9685,12915,8602,4864,3287,380493,20508,11113,5305,5576,15606,23177,763833,472608,70111,5848,42257,115,63603,109291,763833,182238,153128,10703,941,4076,194,441878,68168,182238,95523,32105223900,42848,0.4261,11594,6324,5323,6849,6037,7274,7813,8149,7061,15534,24734,35535,31366,24416,34453,38654,747628,68795,678833,2036,33326,271116,502134,10425,813,4953,112623,18851,38984,65966,44233,106665,52194,6729,6020,739741,202131,40759,171608,604028,413818,413419,391813,21606,399,190210,391813,3772,24692,45996,11427,49749,36395,5841,23925,43624,84869,31722,16637,209480,9325,11486,284556,271116,13440,206612,64504,280800,1263,30.4,9872,5759,6845,13677,1990,3195,1818,754915,631,2503,4188,5482,5327,452,1836,3106,3646,4261,754915,201,126,5997,6603,32814,15152,271116,763833,649589,2358,8671,53002,50213,763833,660618,103215,721828,548039,119637,1031,22,721828,108766,19687,3302,31276,5060,580183,28114,552069,25464,2650,5515,1831,4613,8798,4,13,287,28114,174760,2471,476635,271116,253197,252818,12821,271116,261908,9208,383395,285853,33068,5151,5211,49646,333749,26692,11283,4309,8443,61.87,9.18,23.86,5.53,0.77,57.85,42.15,16.33,56.38,9.2,5.23,68.51,12.29,0,4.73,9.92,16.87,21.24,12.93,28.26,11.74,2.25,2.78,1.36,72.61,22.67,4.72,17.5,4.16,98.83,4.85,1.02,9.43,13.51,6.57,3.18,4.73,3.4,93.25,14.59,20.81,7.02,25.76,10.7,37.26,19.58,-15.5,6.27,17.64,30.82,18.6,-5.0,-1.34,-8.32,-10.21,6.32,56.12,43.88
746652,42.3,41.3,43.6,8993,4845,4458,13112,20655,21950,16133,9904,13751,19814,12277,7857,7495,374064,19284,8069,4475,4559,11769,18727,746652,676505,21548,1175,6487,306,7045,33586,746652,22804,15551,1600,484,1112,5,670134,21377,22804,73993,29094186300,39675,0.4387,13362,9951,10056,11526,11046,11823,11468,11734,11475,21869,30763,42212,34828,24283,25406,24344,719002,73981,645021,2717,37299,306146,525044,3840,917,6689,157715,25693,40738,70207,55797,89662,35520,6809,5289,724295,165525,27196,137280,605491,363226,362602,347725,14877,624,242265,347725,14526,21562,42851,10069,36860,20211,3993,19901,25927,90238,23484,17316,181472,10500,11738,339237,306146,33091,236732,69414,155600,827,25.3,5497,3989,5168,8836,1970,1899,934,727111,742,2274,3077,3627,3994,896,2114,1989,2407,2075,727111,108,161,11525,10906,27639,12846,306146,746652,728295,571,3033,7709,7044,746652,731899,14753,707623,679152,13824,1360,97,707623,116648,2020,444,5876,795,584700,45099,539601,41866,3233,7574,2916,5818,15506,4,37,231,45099,142904,2737,428188,306146,270972,270194,28128,306146,285451,20695,342419,273600,24812,1001,7187,31506,310913,11364,5426,5856,11122,90.61,2.89,3.05,0.87,0.16,89.75,10.25,13.35,59.04,10.29,4.1,59.99,12.18,0,7.49,12.7,14.58,17.08,9.07,35.66,12.32,2.89,3.23,2.1,69.78,20.46,9.75,9.92,3.19,97.38,7.71,0.51,7.17,1.98,0.94,0.35,9.19,6.76,88.26,17.87,16.98,8.08,5.79,8.72,22.1,15.18,28.38,28.64,37.22,49.84,100.0,41.86,46.9,42.28,99.55,6.32,56.12,43.88
748860,41.7,40.7,42.6,8013,4116,3694,13511,20954,22939,14504,9960,12678,18996,12236,8083,6853,374675,20048,6871,4042,3840,11814,20128,748860,643755,18874,1232,18642,140,15496,50721,748860,54767,43752,4368,831,1184,100,628608,18341,54767,84411,32634180700,43872,0.4271,10711,7016,7894,9249,9373,10016,10040,9859,10308,21031,29868,41910,34638,25911,32315,33852,737992,60726,677266,2121,29243,303991,521725,4197,379,4998,131833,22646,43425,70388,56446,106370,44170,9055,5330,725921,171871,26279,164925,598344,377023,376630,359763,16867,393,221321,359763,8872,22232,57984,8780,37229,22590,4468,26935,29124,85210,25360,17192,192820,11302,12400,328609,303991,24618,238738,65253,200500,1020,25.5,7573,4831,5665,10991,1976,1712,984,740518,779,1587,2955,3956,3427,749,1916,2023,2409,2233,740518,55,164,8898,8594,27402,13335,303991,748860,708435,937,4031,18487,16970,748860,713403,35457,707770,656632,27732,949,24,707770,120744,4744,775,11693,1495,577233,40067,537166,36816,3251,6535,2296,5697,13850,0,110,337,40067,141767,2504,427748,303991,274978,274355,21467,303991,288689,15302,354323,279050,25679,921,5176,40257,314066,11340,7637,5088,8772,85.96,2.52,7.31,2.49,0.16,83.94,16.06,12.95,58.87,8.23,4.48,63.01,9.62,0,5.91,12.39,16.92,20.39,11.22,30.41,16.12,3.0,3.29,1.46,72.65,19.86,7.49,12.17,2.98,98.89,6.94,0.84,8.11,4.73,2.27,0.78,7.06,5.03,90.25,17.34,18.67,7.63,9.6,8.37,38.16,31.42,24.79,33.96,23.62,41.24,99.95,18.24,29.43,32.66,99.94,6.32,56.12,43.88
746022,38.5,37.5,39.6,11961,6558,6604,17279,23667,24356,13288,8689,12736,17442,10875,7314,5980,378321,20496,13430,5915,7748,15762,23276,746022,526680,97646,3922,16627,566,31614,68967,746022,88394,69985,5636,1124,4065,84,507478,94989,88394,59364,24772038200,33489,0.4587,24024,15515,13852,14704,12879,14208,14602,14674,13228,22761,33138,40797,28640,20012,20437,14954,709284,125873,583411,3931,62898,318425,500149,8296,909,7822,130532,30087,43403,71476,51841,79150,32470,6197,4930,721552,182692,49391,122747,604453,364715,364018,341948,22070,697,239738,341948,5268,19212,50020,7669,41876,20779,3872,18950,28205,86291,31564,15405,173261,10472,9576,352340,318425,33915,205676,112749,132800,904,29.8,6061,3426,5000,10339,1962,1728,1897,728884,789,2165,4905,6278,4625,893,2101,2956,3588,3410,728884,202,69,10000,10862,42131,16314,318425,746022,690383,1127,4611,20828,29073,746022,696121,49901,704020,625423,49012,4150,108,704020,102934,7780,1201,20600,1911,584709,37234,547475,34252,2982,5932,1757,4410,13181,0,138,174,37234,179055,2798,444773,318425,278984,278358,27761,318425,297935,20490,334367,253423,31455,3339,10439,30821,303546,8823,6087,7327,21594,70.6,13.09,11.85,2.23,0.53,68.02,31.98,17.72,59.04,17.75,6.06,60.34,19.75,1,10.85,12.96,11.27,15.83,8.72,33.77,14.63,2.87,2.63,3.12,58.37,32.0,9.63,12.07,4.35,97.7,6.37,0.47,8.01,6.69,3.9,1.28,8.72,6.43,87.42,19.24,18.13,7.23,18.25,13.22,-21.36,-14.34,-99.77,9.62,-6.56,-10.93,-20.62,-24.18,-4.05,-3.97,-8.86,6.32,56.12,43.88
757919,40.1,38.9,41.3,9274,4711,4519,14144,23661,23833,14321,9548,13039,16682,10513,6725,4888,384237,20396,8310,4713,4118,13481,22383,757919,481985,134768,2990,11189,129,47683,79175,757919,131896,99116,19115,814,3153,260,454735,132535,131896,73983,28656455600,38550,0.4514,16382,10192,8420,11795,9882,11111,10604,11672,11036,20499,28520,39237,31002,21881,28461,25593,741033,98294,642739,2984,32331,296287,524408,7796,1098,6857,154523,26775,35938,73538,46765,92102,36226,6712,4883,733635,169080,27421,139923,608532,369591,369142,348170,20972,449,238941,348170,1730,25117,56129,6627,37703,25681,4052,17200,32705,80799,31616,17732,181593,9236,9859,327691,296287,31404,215905,80382,236900,1130,30.8,8175,5323,5714,12498,1972,2148,2273,745675,740,2857,4292,5124,5092,1073,2535,2403,4599,4017,745675,272,157,8505,9200,41012,17162,296287,757919,703886,3371,3938,26377,20347,757919,711195,46724,716380,628258,61922,475,164,716380,116187,8267,765,12482,1622,587229,35384,551845,32832,2552,4923,1813,5490,12229,0,0,268,35384,156719,1812,449762,296287,268468,268139,21637,296287,280430,15857,340769,273305,25780,3934,4089,29024,311745,21304,9604,5699,12418,63.59,17.78,17.4,1.48,0.39,60.0,40.0,14.42,58.51,13.26,5.68,60.73,10.91,1,7.48,11.64,14.11,17.56,9.12,36.06,16.12,2.5,2.67,1.2,65.89,24.53,9.58,14.69,4.39,98.38,6.03,0.76,7.21,6.16,2.68,1.26,7.3,5.35,90.5,19.51,17.57,6.55,22.1,10.87,-36.58,-42.82,-43.72,-19.93,-34.56,-25.01,-81.51,-30.18,-16.19,-5.68,-8.49,-10.02,39.78,60.22
752547,37.9,36.8,38.9,11128,5279,5416,14591,24668,23839,13873,8144,12235,16750,10659,6477,4930,378812,23115,10786,5729,5711,14169,23479,752547,588886,47009,2510,11538,402,37721,64481,752547,89996,62496,6912,673,8824,189,570931,46082,89996,68107,25516239900,34824,0.4413,13232,9749,9211,10050,11905,11642,12911,11307,11880,22909,31082,40719,29625,19239,21543,18602,730478,93966,636512,2346,24167,285606,497377,7528,845,8785,146595,29184,36198,60255,41159,78344,33413,6896,5543,726195,177855,30485,124196,591943,371847,371559,355916,15643,288,220096,355916,5309,21359,93613,7791,35226,16933,3796,13413,26098,81280,24926,16046,190072,13397,9751,319983,285606,34377,209530,76076,191200,1009,28.4,6883,4500,4638,9264,1972,2307,1783,742834,2435,5894,5922,6960,7270,2492,6399,5206,5475,5154,742834,214,54,8733,9805,32218,13532,285606,752547,697257,1846,5803,18202,29439,752547,704906,47641,704883,611160,57713,907,144,704883,112629,11653,1562,19919,2927,569898,32812,537086,29566,3246,5094,1491,4198,11062,0,47,304,32812,167662,2249,439600,285606,253767,253235,25404,285606,267174,18432,348249,265283,38503,1791,9301,26649,321600,9483,5218,8537,10193,78.25,6.25,11.96,1.53,0.33,75.87,24.13,16.07,58.57,12.86,4.21,62.82,8.46,0,7.2,12.59,11.83,15.75,9.22,36.85,26.3,3.6,2.62,2.67,65.48,23.78,10.74,12.07,7.16,98.71,5.76,0.93,9.89,6.33,3.91,1.87,8.89,6.45,88.67,23.74,17.42,7.06,14.34,9.19,9.63,-7.96,-36.86,-1.34,1.43,20.65,22.34,9.67,22.98,32.16,28.13,-10.02,39.78,60.22
762957,37.5,36.4,38.6,9860,5034,5291,14483,25152,25100,13866,7956,12414,16936,10071,5818,5431,383044,24560,8796,5082,4636,13606,24708,762957,622476,43241,2702,22377,421,20038,51702,762957,53598,38535,3791,427,5817,15,612875,42753,53598,70696,27274761900,36240,0.4343,12267,8973,9752,10900,10882,12643,13327,12488,12129,24006,32008,45894,31014,21357,22574,19933,748716,84449,664267,2296,25170,300147,504551,9167,1145,6313,144234,26941,35322,62342,50204,86063,32203,6483,3876,732609,178505,25593,128625,594074,384530,384274,367521,16753,256,209544,367521,5453,24041,90161,7511,39737,19556,3741,18477,26913,79511,24616,18217,198453,11605,8997,330527,300147,30380,222097,78050,201600,954,27.5,7842,4092,5277,9575,1975,2841,1309,755430,3642,9024,5623,7795,7328,3788,8131,4222,6780,5657,755430,212,41,8479,8722,32802,14827,300147,762957,718176,1131,4601,18626,20423,762957,723908,39049,712415,628648,30651,880,71,712415,120321,5045,795,17772,2602,571083,35690,535393,33201,2489,5706,2208,4792,12404,0,1,354,35690,166451,2440,441699,300147,264530,263859,28898,300147,278503,21644,359705,277022,39605,1680,6014,28717,330988,9147,7057,11379,11835,81.59,5.67,7.03,2.93,0.35,80.33,19.67,15.29,58.44,11.28,4.36,64.73,8.39,0,6.92,13.36,12.44,17.06,8.44,35.74,24.53,3.02,2.34,1.67,67.19,23.61,9.19,12.06,8.21,99.01,6.25,0.99,6.97,5.12,2.68,0.82,9.63,7.21,87.91,22.61,17.8,7.23,11.54,8.82,38.42,8.56,15.34,29.65,34.08,39.06,47.13,29.46,35.68,35.23,33.63,-10.02,39.78,60.22
772003,37.0,35.8,38.3,15581,8273,8642,18783,24909,24851,13614,8512,11295,15030,9085,5728,5571,381301,21014,12244,5996,7235,16332,22984,772003,636644,36088,1403,26085,96,19772,51915,772003,58233,36922,3789,1461,7725,161,624695,35516,58233,78449,30267270300,39552,0.4445,13374,8349,8322,10732,9819,11020,11250,11118,10736,20967,27716,41628,34788,23859,26380,28883,738874,78131,660743,2368,18853,298941,502776,5685,909,7033,142764,22811,33991,56389,45211,100090,42527,8567,8564,747667,208886,52546,159748,617080,395491,394822,381823,12999,669,221589,381823,6614,26180,67187,7047,37575,26712,4010,17588,34453,96004,27843,16411,205446,11965,9920,319934,298941,20993,216495,82446,242900,1099,30.2,7149,4270,4965,9304,1984,1237,1375,759062,1198,2893,4119,5049,5245,805,2786,2374,3777,3657,759062,106,99,8229,8418,27848,15318,298941,772003,710713,1094,5523,22206,32467,772003,717330,54673,729019,660558,33356,2043,1065,729019,121317,5246,1233,30298,2554,595193,36533,558660,34158,2375,5946,2531,5520,10821,0,18,283,36533,189604,2786,473492,298941,272372,272000,18749,298941,287382,11559,373752,284882,29951,2463,8752,43671,330081,13443,5576,3996,11219,82.47,4.67,7.54,3.38,0.18,80.92,19.08,18.26,56.7,10.57,3.29,64.09,6.31,0,6.55,11.7,14.76,19.91,11.87,34.06,17.6,3.03,2.51,2.34,67.67,25.77,6.56,11.87,4.2,98.32,6.14,0.77,6.5,7.08,4.21,0.89,6.27,3.87,90.99,19.22,20.84,7.24,11.84,7.86,41.17,24.76,19.74,42.29,27.8,33.74,34.11,28.12,33.24,36.44,33.9,-10.02,39.78,60.22
773191,38.8,37.9,39.9,10804,5383,5406,16343,23216,23566,13955,8128,10649,16317,10762,6250,4770,393248,21081,11141,6052,5776,16004,22871,773191,638793,39969,1271,29765,253,11067,52073,773191,38869,22091,3535,880,2303,82,626749,39422,38869,81223,34899726300,45851,0.4724,12644,8993,7962,9539,10101,10122,10338,11322,10808,19924,30036,39339,29395,23044,30290,41241,749970,78060,671910,2074,25508,305098,518830,4179,791,6150,114919,21784,31977,61307,44968,131883,56879,12803,9973,747397,195570,39041,211538,616750,400210,399145,382126,17019,1065,216540,382126,3162,21672,51559,8642,41770,16864,5061,28507,45197,97145,31507,18207,199894,13472,9948,331830,305098,26732,221929,83169,249700,1122,28.3,6705,5523,4919,9812,1983,1426,1275,762775,669,2452,4374,5630,4032,806,2531,2728,3069,3718,762775,129,79,8523,8912,31812,15035,305098,773191,719257,1083,6150,22638,24063,773191,726490,46701,729791,671323,21158,1897,78,729791,123447,3521,863,25306,2589,594674,36485,558189,32955,3530,6243,1771,5901,11942,0,0,460,36485,170047,2266,466826,305098,281818,281428,16541,305098,293206,11892,375171,273939,30149,834,6196,60023,315148,13669,5903,4333,9921,82.62,5.17,5.03,3.85,0.16,81.06,18.94,15.91,58.51,10.41,4.26,64.89,8.36,1,6.37,11.55,16.03,25.42,15.35,27.15,13.49,3.37,2.49,1.65,66.88,25.06,8.06,12.15,3.93,98.65,6.14,1.26,9.68,6.04,3.11,0.6,5.42,3.9,92.24,15.45,22.54,7.5,11.4,8.59,45.88,33.55,31.1,36.75,20.77,34.39,27.17,13.52,4.08,22.14,18.58,-10.02,39.78,60.22
763862,38.2,36.8,39.4,9247,4395,4825,13711,25421,25804,13421,8243,10768,15299,9750,6076,4729,384333,23445,8418,5115,4163,13235,24449,763862,619170,38886,2194,41462,174,17198,44778,763862,43846,29647,3968,1094,3081,299,608772,38418,43846,76875,29298997900,39008,0.4333,12712,8869,8412,10717,9560,10684,11011,11611,10607,20498,31232,43266,33366,23530,27482,25217,747611,81205,666406,2467,26197,298774,516368,10097,906,10010,141092,28190,37415,64487,47284,95069,41274,7018,5082,736648,177964,26259,148443,601548,393112,392221,377938,14283,891,208436,377938,3469,26937,59811,9213,42647,26884,3726,19756,37890,86864,28357,17732,199542,12447,10666,319688,298774,20914,211666,87108,228900,1088,28.7,6882,3757,5797,10550,1979,2122,1632,752915,1558,3473,4548,6530,4956,1505,2826,3395,3752,3225,752915,296,91,8519,10070,32019,14390,298774,763862,701906,1496,4194,22315,33951,763862,707596,56266,715828,644002,28775,822,1060,715828,120181,4864,1435,30856,1879,578586,38725,539861,35431,3294,6533,2153,5247,11886,0,24,352,38725,164116,2936,454657,298774,275093,274799,17790,298774,285417,13357,373001,286449,32697,1005,4657,44076,328925,13571,6810,4473,11217,81.06,5.09,5.74,5.43,0.29,79.7,20.3,14.79,58.08,10.86,3.64,65.35,8.77,0,6.58,12.44,14.35,18.41,10.34,34.74,15.83,3.17,2.71,1.25,66.21,27.25,6.54,12.75,4.75,98.57,6.69,0.91,8.51,7.37,4.44,0.88,5.95,4.47,91.98,18.73,18.3,7.67,12.54,8.75,35.8,20.02,30.57,36.65,23.96,36.55,42.44,30.96,40.89,35.06,32.24,-10.02,39.78,60.22
752682,34.2,33.3,35.0,9104,4131,4651,17029,31790,31534,11904,6894,10466,11549,6964,4015,3815,389510,25394,9401,4668,4682,18148,33585,752682,356720,243509,4686,15309,173,56357,75928,752682,115157,70193,6878,2107,23118,119,339274,240991,115157,64147,28266660500,38105,0.4779,19986,13682,10472,11872,11852,13429,14656,13330,12392,24804,35820,38871,28270,18586,22292,24260,738674,120617,618057,3618,41542,314574,496552,12530,1480,7600,106017,23457,33010,59753,34851,112912,46272,13610,7616,720891,188749,33912,180410,588668,403922,403368,381510,21858,554,184746,381510,1381,23048,41958,9023,43702,31211,4943,24626,51288,85551,32605,16005,190277,14875,8202,350524,314574,35950,170674,143900,219500,1155,30.2,6919,4097,5965,10875,1970,2279,3092,745123,1008,3570,6108,10630,7923,1127,3757,4973,6535,5423,745123,170,398,7890,8950,48125,15112,314574,752682,650880,2316,7045,28334,64107,752682,660241,92441,700830,571815,85755,5668,5312,700830,100908,17383,4997,50033,4413,567812,29993,537819,26403,3590,4899,1481,4042,8475,0,11,204,29993,201393,2002,467726,314574,287236,286867,19041,314574,300960,13614,374318,265407,35115,5892,7341,54831,319487,7701,6643,5150,22727,47.39,32.35,15.3,2.03,0.62,45.08,54.92,18.23,58.62,16.33,5.42,68.62,13.21,1,9.02,13.22,12.41,22.74,13.59,28.6,11.0,3.68,2.03,1.96,48.69,41.05,10.26,16.32,6.85,99.0,5.28,0.68,11.97,12.28,8.52,3.19,6.05,4.33,91.19,15.69,21.85,7.01,31.78,12.43,-10.67,-7.52,-30.16,-21.09,-25.7,-12.96,-24.29,-29.72,-24.88,-36.35,-39.39,-10.02,39.78,60.22
755776,39.9,38.9,41.2,10021,5478,5702,14907,24053,24656,16445,9658,12781,18509,11523,6993,5234,376524,20917,9516,4958,5029,13723,22669,755776,669302,27413,1349,7418,674,10861,38759,755776,25079,14971,2164,664,3938,8,663356,27045,25079,65139,26629700900,35709,0.4537,15834,12794,11976,12368,13314,13909,12667,13452,12754,23791,32215,42319,30983,20081,22147,18149,729570,97726,631844,3156,30476,308753,519099,5293,1120,9503,155554,31351,35988,65134,59802,78563,32072,5293,4636,731436,172911,34198,120564,608293,370606,370144,356147,13997,462,237687,356147,8938,25225,69639,7542,40660,20360,4850,14802,24832,83229,26488,15407,189227,10850,9460,340704,308753,31951,223299,85454,174000,907,28.0,6921,4801,5348,10025,1974,2531,1420,739762,1507,3913,4095,6765,5348,1764,3432,2840,4450,2904,739762,238,61,12566,10621,31163,16627,308753,755776,733196,762,2476,8276,11066,755776,736434,19342,712830,681578,14106,526,1136,712830,117957,2259,482,9254,953,587971,41303,546668,38582,2721,5827,2086,5380,14962,0,12,308,41303,163792,2517,445393,308753,269901,269345,30750,308753,287896,20857,350928,281366,33713,1447,7928,22132,328796,13229,6928,5890,13530,88.56,3.63,3.32,0.98,0.18,87.77,12.23,15.36,58.18,13.4,3.78,60.93,9.87,1,8.77,13.01,12.09,15.13,8.09,37.03,19.55,2.93,2.55,2.26,65.54,25.08,9.38,12.13,5.0,97.88,7.02,0.75,6.59,2.56,1.46,0.38,9.96,6.76,87.24,21.56,16.75,7.21,6.96,9.49,8.82,-22.04,-29.48,20.12,10.29,24.49,32.01,28.86,37.1,34.2,38.51,-10.02,39.78,60.22
760136,39.4,38.3,40.5,12298,6148,7056,17170,24506,23809,14242,8903,12385,17461,10983,6463,4687,381798,19553,13180,6245,6153,15279,23757,760136,669863,19948,2652,14991,144,11386,41152,760136,33674,19483,3767,1222,3930,114,662796,19323,33674,71567,27881867600,37127,0.4366,15517,10913,10152,10770,11735,11397,12714,11921,11618,23116,30904,45500,33392,22192,24584,21404,733599,89080,644519,2947,23201,307829,516043,5904,1380,8047,148153,31394,37138,64550,48150,85019,41753,6162,8258,736798,184810,45568,141192,619847,387742,387341,372377,14964,401,232105,372377,4741,25648,68897,7619,38282,22005,4507,19909,28256,89941,31359,15826,197345,10278,9896,335687,307829,27858,224648,83181,223100,1024,29.6,7090,4797,5539,9792,1981,2253,1605,751138,1244,2728,4107,5858,4643,659,2786,2525,4102,3386,751138,353,153,10510,11177,30949,15808,307829,760136,726666,771,4281,10478,17940,760136,731718,28418,719862,680325,19589,1007,285,719862,114101,2810,648,14016,813,599171,41489,557682,38516,2973,6044,2371,6186,13271,0,26,210,41489,178816,2385,464835,307829,272095,271493,26840,307829,288381,19448,364380,278780,31739,1598,8460,39527,324853,16198,6883,5311,11619,88.12,2.62,4.43,1.97,0.35,87.19,12.81,17.34,58.01,12.14,3.86,62.55,7.54,0,7.77,13.09,13.36,16.48,10.89,35.94,18.5,2.65,2.55,2.32,66.92,24.78,8.3,12.12,4.27,98.82,6.92,0.51,7.17,3.74,2.36,0.48,8.72,6.32,88.2,20.51,18.3,7.17,7.62,8.73,0.5,-4.52,-19.36,10.06,10.9,28.51,13.68,12.96,27.71,29.95,31.67,-10.02,39.78,60.22
